사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
20250201,1호선,서울역,56802,45819,20250204
20250201,1호선,시청,31681,29724,20250204
20250201,1호선,종각,27189,25388,20250204
20250201,1호선,종로3가,25776,23449,20250204
20250201,1호선,종로5가,20211,20055,20250204
20250201,1호선,동대문,10712,10788,20250204
20250201,1호선,신설동,9572,9251,20250204
20250201,1호선,제기동,14073,14984,20250204
20250201,1호선,청량리(서울시립대입구),19687,19500,20250204
20250201,1호선,동묘앞,12565,13744,20250204
20250201,2호선,시청,18423,12720,20250204
20250201,2호선,을지로입구,32845,31052,20250204
20250201,2호선,을지로3가,14141,13564,20250204
20250201,2호선,을지로4가,7931,8092,20250204
20250201,2호선,동대문역사문화공원(DDP),11854,13294,20250204
20250201,2호선,신당,11563,12534,20250204
20250201,2호선,상왕십리,9331,9062,20250204
20250201,2호선,왕십리(성동구청),11193,11587,20250204
20250201,2호선,한양대,3548,3754,20250204
20250201,2호선,뚝섬,15074,14891,20250204
20250201,2호선,성수,32079,35898,20250204
20250201,2호선,건대입구,32800,35114,20250204
20250201,2호선,구의(광진구청),16882,16618,20250204
20250201,2호선,강변(동서울터미널),23856,20531,20250204
20250201,2호선,잠실나루,7713,7540,20250204
20250201,2호선,잠실(송파구청),67606,64050,20250204
20250201,2호선,잠실새내,17388,18064,20250204
20250201,2호선,종합운동장,4601,4997,20250204
20250201,2호선,삼성(무역센터),26527,26352,20250204
20250201,2호선,선릉,23511,20872,20250204
20250201,2호선,역삼,15631,17453,20250204
20250201,2호선,강남,56413,56326,20250204
20250201,2호선,교대(법원.검찰청),15067,18519,20250204
20250201,2호선,서초,9923,9244,20250204
20250201,2호선,방배,8935,8872,20250204
20250201,2호선,사당,33046,35959,20250204
20250201,2호선,낙성대(강감찬),18637,17884,20250204
20250201,2호선,서울대입구(관악구청),32683,32615,20250204
20250201,2호선,봉천,17193,16336,20250204
20250201,2호선,신림,42018,42327,20250204
20250201,2호선,신대방,18502,17750,20250204
20250201,2호선,구로디지털단지,34916,34452,20250204
20250201,2호선,대림(구로구청),18107,18686,20250204
20250201,2호선,신도림,38601,38678,20250204
20250201,2호선,문래,12784,13824,20250204
20250201,2호선,영등포구청,13263,14017,20250204
20250201,2호선,당산,11850,12404,20250204
20250201,2호선,합정,27469,32217,20250204
20250201,2호선,홍대입구,79769,90844,20250204
20250201,2호선,신촌,28596,29918,20250204
20250201,2호선,이대,11614,12756,20250204
20250201,2호선,아현,7500,7115,20250204
20250201,2호선,충정로(경기대입구),5012,5111,20250204
20250201,2호선,용답,2021,1982,20250204
20250201,2호선,신답,966,1074,20250204
20250201,2호선,신설동,2987,3056,20250204
20250201,2호선,도림천,818,847,20250204
20250201,2호선,양천구청,4370,4274,20250204
20250201,2호선,신정네거리,7079,6892,20250204
20250201,2호선,용두(동대문구청),1767,1752,20250204
20250201,3호선,지축,5188,4968,20250204
20250201,3호선,구파발,15794,16011,20250204
20250201,3호선,연신내,29275,28060,20250204
20250201,3호선,불광,13071,14493,20250204
20250201,3호선,녹번,9774,9037,20250204
20250201,3호선,홍제,13302,12960,20250204
20250201,3호선,무악재,2925,2988,20250204
20250201,3호선,독립문,6424,6364,20250204
20250201,3호선,경복궁(정부서울청사),25944,29621,20250204
20250201,3호선,안국,21592,24486,20250204
20250201,3호선,종로3가,7852,10126,20250204
20250201,3호선,을지로3가,7004,6712,20250204
20250201,3호선,충무로,2,0,20250204
20250201,3호선,동대입구,7520,8724,20250204
20250201,3호선,약수,9004,8657,20250204
20250201,3호선,금호,5848,5508,20250204
20250201,3호선,옥수,6504,6543,20250204
20250201,3호선,압구정,22880,23921,20250204
20250201,3호선,신사,20422,21441,20250204
20250201,3호선,잠원,3368,3156,20250204
20250201,3호선,고속터미널,52090,45466,20250204
20250201,3호선,교대(법원.검찰청),8713,4325,20250204
20250201,3호선,남부터미널(예술의전당),24059,22831,20250204
20250201,3호선,양재(서초구청),17655,19043,20250204
20250201,3호선,매봉,6260,6098,20250204
20250201,3호선,도곡,3427,3264,20250204
20250201,3호선,대치,10462,9178,20250204
20250201,3호선,학여울,1208,1169,20250204
20250201,3호선,대청,6289,5963,20250204
20250201,3호선,일원,5135,4947,20250204
20250201,3호선,수서,13810,13082,20250204
20250201,3호선,가락시장,5934,5825,20250204
20250201,3호선,경찰병원,4058,4118,20250204
20250201,3호선,오금,3637,3525,20250204
20250201,4호선,당고개,7207,6492,20250204
20250201,4호선,상계,14397,13270,20250204
20250201,4호선,노원,17368,19823,20250204
20250201,4호선,창동,20254,21056,20250204
20250201,4호선,쌍문,21318,19646,20250204
20250201,4호선,수유(강북구청),25910,25873,20250204
20250201,4호선,미아(서울사이버대학),11250,10401,20250204
20250201,4호선,미아사거리,20079,19741,20250204
20250201,4호선,길음,14201,13854,20250204
20250201,4호선,성신여대입구(돈암),16739,16777,20250204
20250201,4호선,한성대입구(삼선교),10277,10099,20250204
20250201,4호선,혜화,30709,32096,20250204
20250201,4호선,동대문,13527,14172,20250204
20250201,4호선,동대문역사문화공원(DDP),15425,12770,20250204
20250201,4호선,충무로,14762,15806,20250204
20250201,4호선,명동,29046,30914,20250204
20250201,4호선,회현(남대문시장),21000,21987,20250204
20250201,4호선,서울역,6290,15221,20250204
20250201,4호선,숙대입구(갈월),9855,9399,20250204
20250201,4호선,삼각지,5271,6766,20250204
20250201,4호선,신용산,15511,16440,20250204
20250201,4호선,이촌(국립중앙박물관),9757,10538,20250204
20250201,4호선,동작(현충원),1274,1313,20250204
20250201,4호선,총신대입구(이수),14312,15693,20250204
20250201,4호선,사당,19911,19333,20250204
20250201,4호선,남태령,950,660,20250204
20250201,5호선,방화,4836,4674,20250204
20250201,5호선,개화산,4009,3869,20250204
20250201,5호선,김포공항,10781,6496,20250204
20250201,5호선,송정,4895,4598,20250204
20250201,5호선,마곡,6214,6372,20250204
20250201,5호선,발산,13510,14690,20250204
20250201,5호선,우장산,10254,10092,20250204
20250201,5호선,화곡,19628,18624,20250204
20250201,5호선,까치산,19821,19041,20250204
20250201,5호선,신정(은행정),8749,7556,20250204
20250201,5호선,목동,10874,11147,20250204
20250201,5호선,오목교(목동운동장앞),15747,16114,20250204
20250201,5호선,양평,3888,3783,20250204
20250201,5호선,영등포구청,2486,2406,20250204
20250201,5호선,영등포시장,7969,8222,20250204
20250201,5호선,신길,2957,3174,20250204
20250201,5호선,여의도,11501,11951,20250204
20250201,5호선,여의나루,6241,7601,20250204
20250201,5호선,마포,7987,7937,20250204
20250201,5호선,공덕,7517,7718,20250204
20250201,5호선,애오개,3712,3544,20250204
20250201,5호선,충정로(경기대입구),1913,1716,20250204
20250201,5호선,서대문,7610,7174,20250204
20250201,5호선,광화문(세종문화회관),33401,35579,20250204
20250201,5호선,종로3가,14676,15417,20250204
20250201,5호선,을지로4가,3639,3926,20250204
20250201,5호선,동대문역사문화공원(DDP),1306,1581,20250204
20250201,5호선,청구,2181,2258,20250204
20250201,5호선,신금호,4097,4348,20250204
20250201,5호선,행당,5299,4516,20250204
20250201,5호선,왕십리(성동구청),3445,4421,20250204
20250201,5호선,마장,3911,3651,20250204
20250201,5호선,답십리,10370,9465,20250204
20250201,5호선,장한평,12617,12364,20250204
20250201,5호선,군자(능동),8824,10047,20250204
20250201,5호선,아차산(어린이대공원후문),11683,11426,20250204
20250201,5호선,광나루(장신대),8342,8202,20250204
20250201,5호선,천호(풍납토성),17317,16628,20250204
20250201,5호선,강동,12458,12315,20250204
20250201,5호선,길동,6666,6825,20250204
20250201,5호선,굽은다리(강동구민회관앞),7629,7233,20250204
20250201,5호선,명일,6058,5919,20250204
20250201,5호선,고덕,6971,6628,20250204
20250201,5호선,상일동,9099,8820,20250204
20250201,5호선,둔촌동,8134,8127,20250204
20250201,5호선,올림픽공원(한국체대),5073,4953,20250204
20250201,5호선,방이,5605,5395,20250204
20250201,5호선,오금,2174,2000,20250204
20250201,5호선,개롱,4394,4574,20250204
20250201,5호선,거여,6441,6145,20250204
20250201,5호선,마천,4956,4776,20250204
20250201,5호선,강일,4177,3546,20250204
20250201,5호선,미사,13988,14405,20250204
20250201,5호선,하남풍산,3181,3150,20250204
20250201,5호선,하남시청(덕풍·신장),6941,6440,20250204
20250201,5호선,하남검단산,6286,5998,20250204
20250201,6호선,응암,12609,12530,20250204
20250201,6호선,역촌,2677,3014,20250204
20250201,6호선,불광,3869,3284,20250204
20250201,6호선,독바위,1878,2007,20250204
20250201,6호선,연신내,2,0,20250204
20250201,6호선,구산,5792,4478,20250204
20250201,6호선,새절(신사),8178,7915,20250204
20250201,6호선,증산(명지대앞),6764,6754,20250204
20250201,6호선,디지털미디어시티,7951,8251,20250204
20250201,6호선,월드컵경기장(성산),4342,4364,20250204
20250201,6호선,마포구청,9182,8598,20250204
20250201,6호선,망원,14536,15880,20250204
20250201,6호선,합정,12552,11869,20250204
20250201,6호선,상수,9357,11180,20250204
20250201,6호선,광흥창(서강),5189,4920,20250204
20250201,6호선,대흥(서강대앞),5384,5545,20250204
20250201,6호선,공덕,10686,10512,20250204
20250201,6호선,효창공원앞,4646,4263,20250204
20250201,6호선,삼각지,5787,5119,20250204
20250201,6호선,녹사평(용산구청),4437,4871,20250204
20250201,6호선,이태원,11401,14627,20250204
20250201,6호선,한강진,9580,11651,20250204
20250201,6호선,버티고개,1406,1669,20250204
20250201,6호선,약수,2516,2592,20250204
20250201,6호선,청구,2472,2150,20250204
20250201,6호선,신당,6294,6101,20250204
20250201,6호선,동묘앞,8508,8393,20250204
20250201,6호선,창신,2146,1869,20250204
20250201,6호선,보문,5203,4953,20250204
20250201,6호선,안암(고대병원앞),5494,5661,20250204
20250201,6호선,고려대(종암),4720,4806,20250204
20250201,6호선,월곡(동덕여대),6898,6842,20250204
20250201,6호선,상월곡(한국과학기술연구원),3953,3402,20250204
20250201,6호선,돌곶이,6281,5856,20250204
20250201,6호선,석계,8660,8708,20250204
20250201,6호선,태릉입구,4352,4714,20250204
20250201,6호선,화랑대(서울여대입구),6727,5866,20250204
20250201,6호선,봉화산(서울의료원),5238,5096,20250204
20250201,7호선,장암,1565,1139,20250204
20250201,7호선,도봉산,5863,7804,20250204
20250201,7호선,수락산,9665,9240,20250204
20250201,7호선,마들,9553,8979,20250204
20250201,7호선,노원,15973,16737,20250204
20250201,7호선,중계,9442,8429,20250204
20250201,7호선,하계,12080,11010,20250204
20250201,7호선,공릉(서울과학기술대),8654,8692,20250204
20250201,7호선,태릉입구,6312,6017,20250204
20250201,7호선,먹골,7570,7176,20250204
20250201,7호선,중화,7225,6908,20250204
20250201,7호선,상봉,13261,13319,20250204
20250201,7호선,면목,10028,9531,20250204
20250201,7호선,사가정,11775,11682,20250204
20250201,7호선,용마산(용마폭포공원),4049,3874,20250204
20250201,7호선,중곡,6741,6406,20250204
20250201,7호선,군자(능동),10680,8467,20250204
20250201,7호선,어린이대공원(세종대),9563,9852,20250204
20250201,7호선,건대입구,10676,11378,20250204
20250201,7호선,자양(뚝섬한강공원),6770,6711,20250204
20250201,7호선,청담,9143,9654,20250204
20250201,7호선,강남구청,8637,9582,20250204
20250201,7호선,학동,8922,9257,20250204
20250201,7호선,논현,10767,11567,20250204
20250201,7호선,반포,4755,4384,20250204
20250201,7호선,고속터미널,16303,10447,20250204
20250201,7호선,내방,8028,8155,20250204
20250201,7호선,이수,12082,11636,20250204
20250201,7호선,남성,7412,7121,20250204
20250201,7호선,숭실대입구(살피재),7325,7371,20250204
20250201,7호선,상도,7302,7064,20250204
20250201,7호선,장승배기,6311,6072,20250204
20250201,7호선,신대방삼거리,9928,9544,20250204
20250201,7호선,보라매,4221,4240,20250204
20250201,7호선,신풍,7637,7366,20250204
20250201,7호선,대림(구로구청),7862,8175,20250204
20250201,7호선,남구로,7767,8036,20250204
20250201,7호선,가산디지털단지,12484,12152,20250204
20250201,7호선,철산,13794,13814,20250204
20250201,7호선,광명사거리,16243,16158,20250204
20250201,7호선,천왕,6819,6393,20250204
20250201,7호선,온수(성공회대입구),5031,4943,20250204
20250201,8호선,암사역사공원,3762,3201,20250204
20250201,8호선,암사,11527,10812,20250204
20250201,8호선,천호(풍납토성),13360,15758,20250204
20250201,8호선,강동구청,6294,6232,20250204
20250201,8호선,몽촌토성(평화의문),5076,5254,20250204
20250201,8호선,잠실(송파구청),16838,19589,20250204
20250201,8호선,석촌,6895,8321,20250204
20250201,8호선,송파,6572,6289,20250204
20250201,8호선,가락시장,5784,6019,20250204
20250201,8호선,문정,8569,8803,20250204
20250201,8호선,장지,12240,10823,20250204
20250201,8호선,복정,5702,4702,20250204
20250201,8호선,산성,4231,4299,20250204
20250201,8호선,남한산성입구(성남법원.검찰청),8541,7398,20250204
20250201,8호선,단대오거리,7968,7432,20250204
20250201,8호선,신흥,4101,4188,20250204
20250201,8호선,수진,4122,3914,20250204
20250201,8호선,모란,3892,3303,20250204
20250201,8호선,남위례,4674,4739,20250204
20250201,9호선,개화,1304,1222,20250204
20250201,9호선,김포공항,5362,8760,20250204
20250201,9호선,공항시장,2190,2274,20250204
20250201,9호선,신방화,4675,4518,20250204
20250201,9호선,마곡나루(서울식물원),8826,9027,20250204
20250201,9호선,양천향교,5421,5568,20250204
20250201,9호선,가양,13711,13689,20250204
20250201,9호선,증미,3264,3220,20250204
20250201,9호선,등촌,7371,7230,20250204
20250201,9호선,염창,11400,10947,20250204
20250201,9호선,신목동,2513,2238,20250204
20250201,9호선,선유도,3842,3684,20250204
20250201,9호선,당산,11628,11562,20250204
20250201,9호선,국회의사당,7299,7122,20250204
20250201,9호선,여의도,12515,11747,20250204
20250201,9호선,샛강,2740,2763,20250204
20250201,9호선,노량진,20011,20297,20250204
20250201,9호선,노들,3199,2739,20250204
20250201,9호선,흑석(중앙대입구),5367,5461,20250204
20250201,9호선,동작(현충원),1573,1435,20250204
20250201,9호선,구반포,1105,1021,20250204
20250201,9호선,신반포,2763,2631,20250204
20250201,9호선,고속터미널,14468,18958,20250204
20250201,9호선,사평,2495,2426,20250204
20250201,9호선,신논현,25644,27143,20250204
20250201,9호선2~3단계,언주,5145,5184,20250204
20250201,9호선2~3단계,선정릉,4102,4496,20250204
20250201,9호선2~3단계,삼성중앙,3187,3245,20250204
20250201,9호선2~3단계,봉은사,12680,13352,20250204
20250201,9호선2~3단계,종합운동장,3211,3100,20250204
20250201,9호선2~3단계,삼전,5383,5138,20250204
20250201,9호선2~3단계,석촌고분,4908,4754,20250204
20250201,9호선2~3단계,석촌,7177,6416,20250204
20250201,9호선2~3단계,송파나루,4426,4687,20250204
20250201,9호선2~3단계,한성백제,2130,1873,20250204
20250201,9호선2~3단계,올림픽공원(한국체대),12025,12172,20250204
20250201,9호선2~3단계,둔촌오륜,1931,1897,20250204
20250201,9호선2~3단계,중앙보훈병원,5596,5176,20250204
20250201,경강선,판교,3976,3599,20250204
20250201,경강선,이매,720,578,20250204
20250201,경강선,삼동,1371,1317,20250204
20250201,경강선,경기광주,5197,4902,20250204
20250201,경강선,초월,2486,2235,20250204
20250201,경강선,곤지암,1872,1847,20250204
20250201,경강선,신둔도예촌,1232,1127,20250204
20250201,경강선,이천,2747,2696,20250204
20250201,경강선,부발,2059,1899,20250204
20250201,경강선,세종대왕릉,268,281,20250204
20250201,경강선,여주,2742,2739,20250204
20250201,경강선,성남,740,683,20250204
20250201,경부선,서울역,11191,2988,20250204
20250201,경부선,남영,5904,6331,20250204
20250201,경부선,용산,45058,40954,20250204
20250201,경부선,노량진,8449,8550,20250204
20250201,경부선,대방,5432,6209,20250204
20250201,경부선,영등포,41407,42376,20250204
20250201,경부선,신도림,2710,3105,20250204
20250201,경부선,신길,5379,4808,20250204
20250201,경부선,구로,11732,12605,20250204
20250201,경부선,가산디지털단지,6810,7864,20250204
20250201,경부선,금천구청,7242,7288,20250204
20250201,경부선,석수,5887,5272,20250204
20250201,경부선,관악,5035,4892,20250204
20250201,경부선,안양,16916,16518,20250204
20250201,경부선,명학,3824,3666,20250204
20250201,경부선,금정,18495,18665,20250204
20250201,경부선,군포,3857,3639,20250204
20250201,경부선,의왕,5426,5240,20250204
20250201,경부선,성균관대,10301,10511,20250204
20250201,경부선,화서,11209,11076,20250204
20250201,경부선,수원,39509,40660,20250204
20250201,경부선,독산,8011,7906,20250204
20250201,경부선,세류,2646,2646,20250204
20250201,경부선,병점,11900,11938,20250204
20250201,경부선,세마,2482,2287,20250204
20250201,경부선,오산대,2722,2451,20250204
20250201,경부선,오산,8899,8779,20250204
20250201,경부선,진위,950,874,20250204
20250201,경부선,송탄,4245,4046,20250204
20250201,경부선,서정리,6770,6433,20250204
20250201,경부선,평택지제,3634,3161,20250204
20250201,경부선,평택,12929,12567,20250204
20250201,경부선,성환,3039,2866,20250204
20250201,경부선,직산,782,753,20250204
20250201,경부선,두정,5590,5744,20250204
20250201,경부선,천안,6596,6498,20250204
20250201,경부선,당정,3859,3667,20250204
20250201,경부선,서동탄,993,996,20250204
20250201,경부선,광명,3378,2223,20250204
20250201,경원선,이촌(국립중앙박물관),2925,2219,20250204
20250201,경원선,서빙고,1604,1547,20250204
20250201,경원선,한남,1995,2144,20250204
20250201,경원선,옥수,42,38,20250204
20250201,경원선,응봉,1217,1074,20250204
20250201,경원선,왕십리(성동구청),12826,13153,20250204
20250201,경원선,청량리(서울시립대입구),18026,17114,20250204
20250201,경원선,외대앞,5791,5866,20250204
20250201,경원선,신이문,5649,5339,20250204
20250201,경원선,석계,5842,6493,20250204
20250201,경원선,광운대,5231,5315,20250204
20250201,경원선,월계,4543,4132,20250204
20250201,경원선,녹천,2954,2486,20250204
20250201,경원선,창동,4,0,20250204
20250201,경원선,방학,7575,7360,20250204
20250201,경원선,도봉,4338,4197,20250204
20250201,경원선,도봉산,7974,5354,20250204
20250201,경원선,망월사,5371,5599,20250204
20250201,경원선,회룡,9826,9773,20250204
20250201,경원선,의정부,16931,17879,20250204
20250201,경원선,가능,4804,4564,20250204
20250201,경원선,녹양,3348,3143,20250204
20250201,경원선,양주,5735,5341,20250204
20250201,경원선,덕계,4525,4164,20250204
20250201,경원선,덕정,4265,3993,20250204
20250201,경원선,지행,5526,5483,20250204
20250201,경원선,동두천중앙,2375,2293,20250204
20250201,경원선,보산,1650,1498,20250204
20250201,경원선,동두천,1210,1238,20250204
20250201,경원선,소요산,2189,2188,20250204
20250201,경원선,청산,154,109,20250204
20250201,경원선,전곡,1351,1042,20250204
20250201,경원선,연천,1188,1071,20250204
20250201,경의선,서울역,1241,1120,20250204
20250201,경의선,신촌,311,402,20250204
20250201,경의선,효창공원앞,1740,1999,20250204
20250201,경의선,공덕,3121,2150,20250204
20250201,경의선,서강대,1498,1562,20250204
20250201,경의선,홍대입구,2746,3235,20250204
20250201,경의선,가좌,3855,3998,20250204
20250201,경의선,디지털미디어시티,1863,1702,20250204
20250201,경의선,수색,1578,1608,20250204
20250201,경의선,한국항공대,972,933,20250204
20250201,경의선,강매,1880,1709,20250204
20250201,경의선,행신,5402,5271,20250204
20250201,경의선,능곡,3116,3016,20250204
20250201,경의선,곡산,394,385,20250204
20250201,경의선,백마,4717,4581,20250204
20250201,경의선,풍산,4783,4483,20250204
20250201,경의선,일산,7506,6992,20250204
20250201,경의선,탄현,5389,5101,20250204
20250201,경의선,야당,6676,7138,20250204
20250201,경의선,운정,4757,4290,20250204
20250201,경의선,금릉,3769,3598,20250204
20250201,경의선,금촌,5623,5406,20250204
20250201,경의선,월롱,856,965,20250204
20250201,경의선,파주,882,698,20250204
20250201,경의선,문산,5015,4380,20250204
20250201,경의선,임진강,49,39,20250204
20250201,경의선,운천,5,6,20250204
20250201,경인선,개봉,15570,15428,20250204
20250201,경인선,오류동,8212,7690,20250204
20250201,경인선,역곡,18468,18323,20250204
20250201,경인선,부천,27314,28068,20250204
20250201,경인선,송내,17475,16911,20250204
20250201,경인선,부평,27763,29651,20250204
20250201,경인선,백운,5405,5162,20250204
20250201,경인선,동암,12200,12304,20250204
20250201,경인선,주안,15230,13381,20250204
20250201,경인선,제물포,6935,6530,20250204
20250201,경인선,동인천,11130,11085,20250204
20250201,경인선,인천,3939,3352,20250204
20250201,경인선,구일,4281,4134,20250204
20250201,경인선,소사,5349,4996,20250204
20250201,경인선,부개,6188,5711,20250204
20250201,경인선,간석,4243,4026,20250204
20250201,경인선,도원,2072,1968,20250204
20250201,경인선,온수(성공회대입구),4313,4051,20250204
20250201,경인선,중동,6608,6062,20250204
20250201,경인선,도화,3076,2837,20250204
20250201,경춘선,신내,1584,1468,20250204
20250201,경춘선,갈매,1716,1598,20250204
20250201,경춘선,별내,1929,1609,20250204
20250201,경춘선,퇴계원,2400,2165,20250204
20250201,경춘선,사릉,1457,1413,20250204
20250201,경춘선,금곡,1009,958,20250204
20250201,경춘선,평내호평,4647,4384,20250204
20250201,경춘선,천마산,1194,1280,20250204
20250201,경춘선,마석,2886,2860,20250204
20250201,경춘선,대성리,486,612,20250204
20250201,경춘선,청평,1688,1550,20250204
20250201,경춘선,상천,218,197,20250204
20250201,경춘선,가평,1915,1847,20250204
20250201,경춘선,굴봉산,86,170,20250204
20250201,경춘선,백양리,435,360,20250204
20250201,경춘선,강촌,477,522,20250204
20250201,경춘선,김유정,476,485,20250204
20250201,경춘선,남춘천,2838,2864,20250204
20250201,경춘선,춘천,1726,1434,20250204
20250201,공항철도 1호선,서울역,12847,10286,20250204
20250201,공항철도 1호선,공덕,2123,3295,20250204
20250201,공항철도 1호선,홍대입구,17841,17398,20250204
20250201,공항철도 1호선,디지털미디어시티,5283,5463,20250204
20250201,공항철도 1호선,마곡나루(서울식물원),4333,4964,20250204
20250201,공항철도 1호선,김포공항,7544,3990,20250204
20250201,공항철도 1호선,계양,8563,8338,20250204
20250201,공항철도 1호선,검암,4138,4300,20250204
20250201,공항철도 1호선,청라국제도시,4697,4640,20250204
20250201,공항철도 1호선,운서,8199,9474,20250204
20250201,공항철도 1호선,공항화물청사,1148,2179,20250204
20250201,공항철도 1호선,인천공항1터미널,14729,12152,20250204
20250201,공항철도 1호선,인천공항2터미널,8352,6248,20250204
20250201,공항철도 1호선,영종,3486,3486,20250204
20250201,과천선,선바위,4189,3627,20250204
20250201,과천선,경마공원,939,913,20250204
20250201,과천선,대공원,4241,4454,20250204
20250201,과천선,과천,4604,4259,20250204
20250201,과천선,정부과천청사,6681,6674,20250204
20250201,과천선,인덕원,16063,15944,20250204
20250201,과천선,평촌,8845,8257,20250204
20250201,과천선,범계,21644,21450,20250204
20250201,분당선,선릉,4645,7217,20250204
20250201,분당선,한티,12766,12184,20250204
20250201,분당선,도곡,4340,4242,20250204
20250201,분당선,구룡,1970,1921,20250204
20250201,분당선,개포동,2930,2719,20250204
20250201,분당선,대모산입구,3492,3173,20250204
20250201,분당선,수서,12071,11841,20250204
20250201,분당선,복정,1,0,20250204
20250201,분당선,수원,6996,6527,20250204
20250201,분당선,서울숲,7244,7766,20250204
20250201,분당선,압구정로데오,15910,18132,20250204
20250201,분당선,강남구청,4602,5442,20250204
20250201,분당선,선정릉,2572,2628,20250204
20250201,분당선,가천대,4004,4238,20250204
20250201,분당선,태평,9787,9341,20250204
20250201,분당선,모란,14336,15205,20250204
20250201,분당선,야탑,17190,17691,20250204
20250201,분당선,서현,17126,17465,20250204
20250201,분당선,수내,8145,7871,20250204
20250201,분당선,정자,9962,10454,20250204
20250201,분당선,미금,10116,10411,20250204
20250201,분당선,오리,6593,5790,20250204
20250201,분당선,이매,3830,3670,20250204
20250201,분당선,보정,1473,1361,20250204
20250201,분당선,죽전,9345,10706,20250204
20250201,분당선,구성,4393,4500,20250204
20250201,분당선,신갈,2772,2792,20250204
20250201,분당선,기흥,6518,5927,20250204
20250201,분당선,상갈,3613,3558,20250204
20250201,분당선,청명,2780,2709,20250204
20250201,분당선,영통,6596,6493,20250204
20250201,분당선,망포,8690,8359,20250204
20250201,분당선,매탄권선,3573,3578,20250204
20250201,분당선,수원시청,9994,11250,20250204
20250201,분당선,매교,3180,3224,20250204
20250201,서해선,김포공항,2665,3668,20250204
20250201,서해선,원종,3984,3919,20250204
20250201,서해선,부천종합운동장,1848,1494,20250204
20250201,수인선,고색,2965,2972,20250204
20250201,수인선,오목천,2615,2216,20250204
20250201,수인선,어천,1228,1108,20250204
20250201,수인선,야목,308,239,20250204
20250201,수인선,사리,3688,3036,20250204
20250201,수인선,달월,49,47,20250204
20250201,수인선,월곶,2389,2231,20250204
20250201,수인선,소래포구,4360,4360,20250204
20250201,수인선,인천논현,4144,4283,20250204
20250201,수인선,호구포,2221,2163,20250204
20250201,수인선,남동인더스파크,796,746,20250204
20250201,수인선,원인재,3529,3551,20250204
20250201,수인선,연수,3655,3738,20250204
20250201,수인선,송도,1889,1723,20250204
20250201,수인선,인하대,4123,3936,20250204
20250201,수인선,숭의,2767,2440,20250204
20250201,수인선,신포,1523,1560,20250204
20250201,수인선,인천,1127,1801,20250204
20250201,신림선,샛강,1087,1347,20250204
20250201,신림선,대방,2114,1680,20250204
20250201,신림선,서울지방병무청,1990,2065,20250204
20250201,신림선,보라매,2573,2350,20250204
20250201,신림선,보라매공원,1367,1512,20250204
20250201,신림선,보라매병원,3154,3143,20250204
20250201,신림선,당곡,3247,3197,20250204
20250201,신림선,신림,1661,1951,20250204
20250201,신림선,서원,2451,2208,20250204
20250201,신림선,서울대벤처타운,7333,6625,20250204
20250201,신림선,관악산(서울대),2440,2394,20250204
20250201,안산선,산본,13061,14073,20250204
20250201,안산선,대야미,3948,3326,20250204
20250201,안산선,반월,3368,3136,20250204
20250201,안산선,상록수,11270,11249,20250204
20250201,안산선,한대앞,6537,6433,20250204
20250201,안산선,중앙,15592,16628,20250204
20250201,안산선,고잔,5531,5265,20250204
20250201,안산선,초지,3454,3279,20250204
20250201,안산선,안산,9864,9812,20250204
20250201,안산선,신길온천,1531,1471,20250204
20250201,안산선,정왕,6370,6394,20250204
20250201,안산선,오이도,6283,6299,20250204
20250201,안산선,수리산,2751,2372,20250204
20250201,우이신설선,북한산우이,3206,3292,20250204
20250201,우이신설선,솔밭공원,2012,1858,20250204
20250201,우이신설선,4.19민주묘지,2313,2033,20250204
20250201,우이신설선,가오리,3035,2991,20250204
20250201,우이신설선,화계,2690,2449,20250204
20250201,우이신설선,삼양,1734,1807,20250204
20250201,우이신설선,삼양사거리,2123,1997,20250204
20250201,우이신설선,솔샘,3948,3556,20250204
20250201,우이신설선,북한산보국문,4669,4154,20250204
20250201,우이신설선,정릉,3656,3033,20250204
20250201,우이신설선,성신여대입구(돈암),3072,3436,20250204
20250201,우이신설선,보문,1269,1258,20250204
20250201,우이신설선,신설동,1672,1595,20250204
20250201,일산선,원흥,7694,7204,20250204
20250201,일산선,지축,1,0,20250204
20250201,일산선,삼송,14501,14052,20250204
20250201,일산선,원당,8217,7952,20250204
20250201,일산선,화정,13271,13761,20250204
20250201,일산선,대곡,6559,6507,20250204
20250201,일산선,백석,7403,7635,20250204
20250201,일산선,마두,5390,5297,20250204
20250201,일산선,정발산,5836,6108,20250204
20250201,일산선,주엽,6985,6793,20250204
20250201,일산선,대화,7406,6647,20250204
20250201,장항선,봉명,718,704,20250204
20250201,장항선,쌍용(나사렛대),1725,1662,20250204
20250201,장항선,아산,3621,2850,20250204
20250201,장항선,탕정,1468,1334,20250204
20250201,장항선,배방,1163,1182,20250204
20250201,장항선,온양온천,5225,5015,20250204
20250201,장항선,신창(순천향대),832,793,20250204
20250201,중앙선,회기,16413,16440,20250204
20250201,중앙선,중랑,4064,3995,20250204
20250201,중앙선,상봉,4477,4620,20250204
20250201,중앙선,망우,5733,5729,20250204
20250201,중앙선,양원,1889,1859,20250204
20250201,중앙선,구리,6257,6800,20250204
20250201,중앙선,도농,6560,6284,20250204
20250201,중앙선,양정,342,286,20250204
20250201,중앙선,덕소,4181,4120,20250204
